voltmean_24h;rotatemean_24h;pressuremean_24h;vibrationmean_24h;voltsd_24h;rotatesd_24h;pressuresd_24h;vibrationsd_24h;voltmean_5d;rotatemean_5d;pressuremean_5d;vibrationmean_5d;voltsd_5d;rotatesd_5d;pressuresd_5d;vibrationsd_5d
172.33;450.09;101.93;41.18;15.14;56.65;13.91;4.33;171.08;451.20;100.09;40.46;2.52;10.41;1.09;1.00
167.37;429.97;99.68;41.52;13.81;51.20;11.29;5.20;170.27;446.18;100.14;40.46;2.99;13.63;1.06;1.00
170.15;445.10;100.76;40.58;13.02;51.76;12.00;4.76;170.85;446.46;100.27;40.46;2.51;13.58;1.09;1.00
169.45;454.39;100.50;36.88;13.71;37.28;12.83;4.79;169.93;449.27;100.53;40.03;1.79;13.45;0.90;1.86
172.33;457.51;99.88;40.59;13.11;42.92;11.27;4.72;170.33;447.41;100.55;40.15;2.10;10.81;0.89;1.87
174.55;446.98;102.20;40.89;13.91;59.43;8.10;5.12;170.77;446.79;100.60;40.09;2.76;10.71;0.99;1.84
169.26;461.01;97.59;38.94;12.34;47.26;10.51;3.92;171.15;453.00;100.19;39.57;2.26;6.80;1.68;1.69
170.24;440.08;100.22;38.92;12.90;61.36;9.95;5.33;171.17;451.99;100.08;39.24;2.25;8.44;1.65;1.61
170.22;447.19;96.32;40.39;19.57;50.44;10.19;4.19;171.32;450.56;99.24;39.95;2.13;8.54;2.31;0.94
167.82;473.59;101.04;39.01;13.24;50.83;9.66;6.15;170.42;453.77;99.47;39.63;2.51;13.44;2.45;0.94
172.90;444.74;98.62;39.91;13.52;46.70;9.56;4.55;170.09;453.32;98.76;39.43;1.86;13.75;1.92;0.68
168.82;461.39;96.86;41.67;16.09;59.61;10.98;5.63;170.00;453.40;98.61;39.98;1.92;13.81;2.05;1.13
169.08;440.19;99.28;41.65;15.06;51.97;6.80;4.96;169.77;453.42;98.42;40.53;1.95;13.78;1.90;1.15
168.50;453.01;102.37;40.85;12.79;52.20;9.85;5.58;169.42;454.59;99.63;40.62;2.00;13.36;2.14;1.16
164.57;452.25;100.22;40.31;13.34;49.26;10.11;5.78;168.77;450.32;99.47;40.88;2.95;8.17;2.03;0.79
170.36;441.52;97.74;41.34;16.52;53.04;11.50;5.44;168.26;449.67;99.29;41.17;2.18;8.82;2.16;0.58
167.13;451.46;103.67;39.73;13.18;44.79;9.28;4.06;167.93;447.69;100.66;40.78;2.21;6.28;2.38;0.78
172.17;441.40;101.21;38.51;15.53;52.32;10.63;5.00;168.54;447.93;101.04;40.15;2.93;5.93;2.25;1.10
166.89;436.24;100.86;40.68;13.65;50.70;11.71;5.48;168.22;444.57;100.74;40.11;3.02;6.99;2.12;1.07
169.69;459.19;99.84;40.79;14.47;51.26;9.12;4.14;169.25;445.96;100.66;40.21;2.24;9.22;2.15;1.12
166.27;432.35;101.57;41.52;14.18;47.89;9.73;5.30;168.43;444.13;101.43;40.24;2.46;11.06;1.41;1.16
170.23;461.08;102.62;39.24;10.61;34.47;9.71;5.85;169.05;446.05;101.22;40.15;2.45;13.27;1.02;1.23
175.61;453.17;97.90;39.43;16.24;38.67;8.23;4.88;169.74;448.40;100.56;40.33;3.70;13.28;1.80;0.97
168.15;465.46;100.49;41.93;16.41;45.44;10.22;5.64;169.99;454.25;100.48;40.58;3.50;13.02;1.79;1.21
171.16;455.56;95.98;39.21;17.31;42.70;10.97;4.77;170.28;453.52;99.71;40.27;3.53;12.77;2.73;1.34
173.85;443.89;102.65;41.40;14.12;42.95;9.88;4.28;171.80;455.83;99.93;40.24;2.95;8.22;2.94;1.32
168.97;464.46;111.13;40.36;17.97;52.66;15.28;6.77;171.55;456.51;101.63;40.47;3.17;8.87;5.88;1.19
165.93;449.05;125.73;38.79;12.67;46.97;10.98;5.18;169.61;455.68;107.20;40.34;3.02;9.43;11.73;1.36
170.89;458.98;111.75;40.56;8.83;44.85;17.08;4.59;170.16;454.39;109.45;40.06;2.94;8.10;11.19;1.06
167.38;450.36;100.25;38.22;10.81;50.29;10.56;4.28;169.40;453.35;110.30;39.87;3.10;8.25;10.00;1.32
168.72;459.40;100.81;40.45;15.57;44.20;9.48;4.30;168.38;456.45;109.93;39.68;1.86;6.54;10.38;1.09
172.02;450.35;100.25;40.56;16.62;50.93;11.18;4.70;168.99;453.63;107.76;39.72;2.49;5.11;11.18;1.12
161.80;458.52;99.92;39.66;16.95;57.36;8.69;5.29;168.16;455.52;102.60;39.89;3.99;4.73;5.13;1.01
179.22;446.91;101.03;39.22;16.86;49.32;10.01;4.24;169.83;453.11;100.45;39.62;6.41;5.53;0.45;0.96
174.32;462.87;104.85;39.53;10.59;54.27;5.62;4.96;171.22;455.61;101.37;39.88;6.50;6.69;1.99;0.59
164.89;426.72;98.54;38.84;11.86;53.51;10.50;4.94;170.45;449.07;100.92;39.56;7.07;14.01;2.38;0.64
169.41;449.73;98.04;39.59;15.84;44.18;10.27;4.57;169.93;448.95;100.48;39.37;7.02;14.00;2.71;0.34
170.98;465.84;102.45;38.65;12.68;62.71;9.94;4.86;171.76;450.41;100.98;39.17;5.37;15.55;2.82;0.41
165.62;445.56;100.83;39.21;12.55;51.80;9.48;4.77;169.04;450.14;100.94;39.16;3.90;15.64;2.82;0.41
167.76;454.74;100.35;48.02;15.99;46.93;12.26;6.51;167.73;448.52;100.04;40.86;2.55;14.35;1.79;4.02
170.52;454.94;102.26;50.17;19.26;54.00;7.41;4.33;168.86;454.16;100.79;43.13;2.19;7.60;1.78;5.51
164.77;442.08;98.30;39.28;18.12;53.60;11.85;6.52;167.93;452.63;100.84;43.07;2.80;9.29;1.68;5.56
170.40;437.46;99.45;40.11;13.48;53.12;7.00;4.24;167.81;446.96;100.24;43.36;2.65;7.75;1.49;5.30
171.24;459.05;103.16;39.06;14.34;38.94;8.04;5.56;168.94;449.66;100.70;43.33;2.68;9.33;2.00;5.33
168.76;450.51;99.28;41.02;17.49;45.32;12.03;5.44;169.14;448.81;100.49;41.93;2.60;8.93;2.10;4.67
172.90;456.08;101.93;39.91;16.61;53.98;10.83;4.94;169.61;449.04;100.42;39.88;3.09;9.14;2.03;0.77
172.55;449.06;100.56;39.94;12.53;40.08;12.46;4.07;171.17;450.43;100.87;40.01;1.68;8.31;1.66;0.70
167.71;451.82;99.49;38.62;17.17;61.69;10.52;5.52;170.63;453.30;100.88;39.71;2.30;4.14;1.65;0.92
170.08;434.99;104.38;39.70;12.45;49.11;10.57;5.47;170.40;448.49;101.13;39.84;2.29;7.99;2.10;0.85
169.02;447.44;100.63;50.86;13.52;48.83;12.20;5.26;170.45;447.88;101.40;41.80;2.24;7.91;1.88;5.09
173.44;452.21;101.16;51.19;17.77;48.26;8.70;4.83;170.56;447.10;101.24;44.06;2.40;7.05;1.85;6.37
164.94;450.83;98.16;38.70;18.77;50.35;7.85;5.27;169.04;447.46;100.76;43.81;3.12;7.22;2.33;6.59
175.44;442.15;97.15;39.89;17.31;60.66;9.79;6.19;170.59;445.52;100.30;44.07;4.07;7.05;2.83;6.37
174.24;457.46;97.93;40.56;15.80;50.52;12.08;5.29;171.42;450.02;99.01;44.24;4.36;5.68;1.77;6.23
170.49;439.39;101.29;42.01;17.58;53.24;9.69;5.83;171.71;448.41;99.14;42.47;4.20;7.46;1.94;5.02
171.28;441.94;116.23;40.36;13.44;49.59;16.24;4.54;171.28;446.35;102.15;40.30;4.09;7.57;8.03;1.19
168.62;427.08;122.42;40.02;16.60;38.54;7.97;3.21;172.01;441.60;107.00;40.57;2.79;10.81;11.56;0.85
172.36;459.40;110.20;41.10;16.76;39.26;13.93;4.40;171.40;445.05;109.61;40.81;2.09;13.46;10.17;0.78
169.51;434.01;102.28;40.54;14.69;44.57;9.36;4.08;170.45;440.36;110.48;40.80;1.47;12.07;9.05;0.78
175.79;448.97;98.56;36.97;14.56;55.49;8.03;4.30;171.51;442.28;109.94;39.80;2.80;12.62;9.79;1.63
169.51;437.78;102.25;39.13;11.87;41.82;12.94;3.78;171.16;441.45;107.14;39.55;2.95;12.79;9.54;1.62
165.79;460.87;99.99;41.11;14.85;37.10;11.97;3.33;170.59;448.21;102.66;39.77;3.73;12.21;4.50;1.76
171.75;393.99;98.56;43.49;14.64;48.78;9.97;4.42;170.47;435.13;100.33;40.25;3.66;25.28;1.86;2.41
172.01;343.28;101.35;40.41;12.14;73.50;9.56;6.56;170.97;416.98;100.14;40.22;3.67;48.33;1.65;2.41
172.06;346.90;98.95;39.01;13.98;69.51;10.35;4.76;170.22;396.57;100.22;40.63;2.70;52.79;1.57;1.82
169.44;379.61;99.06;39.78;12.99;57.79;8.93;4.31;170.21;384.93;99.58;40.76;2.70;47.59;1.12;1.71
173.72;440.91;97.05;40.47;14.49;47.79;11.46;4.85;171.80;380.94;99.00;40.63;1.53;39.83;1.54;1.70
165.28;453.36;100.23;39.86;15.41;47.99;9.14;4.78;170.50;392.81;99.33;39.91;3.29;51.76;1.60;0.59
168.68;379.08;102.03;41.11;16.58;73.51;8.40;3.71;169.84;399.97;99.47;40.05;3.25;45.26;1.83;0.79
167.48;352.44;99.01;37.53;15.24;50.24;9.33;3.72;168.92;401.08;99.48;39.75;3.11;43.68;1.83;1.35
171.16;430.87;104.30;40.12;17.64;71.35;11.68;4.72;169.27;411.33;100.52;39.82;3.27;43.39;2.78;1.36
173.36;474.07;103.22;39.40;16.40;43.69;7.83;4.45;178.18;460.75;100.55;40.18;9.21;8.80;2.26;0.47
168.45;451.30;98.31;40.48;16.16;34.23;9.27;5.56;178.09;461.15;100.74;40.15;9.33;8.18;1.95;0.44
173.14;465.28;100.46;39.27;16.18;60.63;8.32;5.49;175.27;462.30;100.52;39.97;7.90;8.30;1.90;0.59
172.97;452.36;101.75;39.03;13.94;64.41;10.84;4.68;172.08;460.65;101.02;39.73;2.05;9.46;1.81;0.69
167.01;448.17;99.09;41.13;11.65;49.47;11.12;4.15;170.99;458.24;100.57;39.86;3.02;11.01;1.98;0.90
168.24;438.09;103.37;38.33;16.85;43.54;8.33;4.01;169.96;451.04;100.60;39.65;2.88;9.75;2.03;1.13
173.97;435.50;101.43;39.35;18.43;33.30;8.96;3.54;171.07;447.88;101.22;39.42;3.19;11.96;1.59;1.03
170.92;456.46;100.18;39.26;15.14;44.59;10.82;4.87;170.62;446.12;101.17;39.42;2.98;9.05;1.62;1.04
170.06;389.05;100.12;39.31;12.18;57.53;10.23;5.16;170.04;433.45;100.84;39.48;2.68;26.19;1.64;1.02
176.05;354.89;100.00;39.54;12.73;60.40;7.38;4.81;171.85;414.80;101.02;39.16;3.13;41.71;1.44;0.47
171.36;411.55;101.07;38.11;16.77;58.96;10.44;4.79;172.47;409.49;100.56;39.11;2.48;39.64;0.65;0.57
167.93;446.50;102.20;40.33;14.52;51.61;9.96;5.84;171.26;411.69;100.71;39.31;2.99;41.70;0.93;0.79
164.94;455.03;99.44;39.71;15.28;44.18;7.67;5.72;170.07;411.40;100.57;39.40;4.14;41.32;1.08;0.81
167.13;465.20;100.41;40.00;15.80;45.35;10.26;4.73;169.48;426.63;100.62;39.54;4.34;44.90;1.06;0.85
169.33;454.20;99.17;40.41;12.88;57.61;11.41;4.41;168.14;446.50;100.46;39.71;2.40;20.63;1.24;0.94
169.35;453.71;101.70;40.75;12.93;41.21;7.88;3.90;167.73;454.93;100.58;40.24;1.83;6.68;1.34;0.40
163.74;458.79;102.84;39.24;14.52;51.09;9.15;4.91;166.90;457.39;100.71;40.02;2.54;4.80;1.55;0.59
170.38;457.04;101.60;40.57;14.02;61.43;9.35;6.83;167.98;457.79;101.14;40.19;2.65;4.64;1.40;0.60
172.23;453.59;98.65;39.17;15.93;52.32;11.09;4.60;169.01;455.46;100.79;40.03;3.17;2.33;1.79;0.76
166.59;479.00;102.23;39.28;14.47;43.33;10.45;4.23;168.46;460.42;101.40;39.80;3.33;10.62;1.61;0.79
169.36;458.66;99.57;40.77;10.91;40.58;9.78;5.15;168.46;461.42;100.98;39.81;3.34;10.05;1.79;0.79
172.15;442.32;101.85;40.04;14.30;38.94;8.35;4.80;170.14;458.12;100.78;39.97;2.33;13.30;1.57;0.73
168.65;460.41;96.15;41.40;13.66;53.79;10.58;6.46;169.80;458.80;99.69;40.13;2.41;13.32;2.49;0.96
167.02;468.88;97.95;39.58;14.44;46.96;7.67;5.86;168.76;461.86;99.55;40.22;2.21;13.58;2.58;0.87
175.14;464.37;100.38;40.59;16.80;50.63;10.84;5.24;170.46;458.93;99.18;40.48;3.20;10.08;2.20;0.70
166.14;446.18;101.84;39.45;14.75;45.92;10.02;4.72;169.82;456.43;99.64;40.21;3.76;11.60;2.52;0.80
170.65;452.60;101.27;39.44;19.29;49.21;7.38;5.38;169.52;458.49;99.52;40.09;3.58;9.12;2.40;0.88
172.25;429.38;95.94;38.63;13.92;62.87;9.95;4.09;170.24;452.28;99.48;39.54;3.72;15.68;2.47;0.70
172.88;438.57;96.66;40.98;16.39;55.79;7.90;7.50;171.41;446.22;99.22;39.82;3.36;13.34;2.73;0.95
173.64;444.62;100.72;40.29;15.29;42.38;8.26;6.59;171.11;442.27;99.29;39.76;2.99;8.77;2.77;0.90
169.99;463.74;97.69;39.94;14.95;62.09;8.84;5.97;171.88;445.78;98.46;39.86;1.53;13.15;2.41;0.88
170.88;455.94;100.13;39.59;17.54;44.84;10.28;3.85;171.93;446.45;98.23;39.89;1.48;13.65;2.11;0.87
170.02;462.03;99.06;37.86;11.10;48.91;9.30;4.26;171.48;452.98;98.85;39.73;1.69;11.00;1.68;1.17
170.59;471.94;101.90;40.57;12.97;44.21;10.27;5.32;171.02;459.65;99.90;39.65;1.51;10.16;1.60;1.07
168.80;461.39;100.62;40.66;17.82;49.08;9.45;4.57;170.06;463.01;99.88;39.72;0.80;5.79;1.59;1.13
177.45;468.68;96.06;41.43;14.11;51.45;9.43;4.38;171.55;463.99;99.55;40.02;3.40;6.34;2.20;1.37
165.86;445.48;97.73;40.67;15.41;48.58;9.92;4.00;170.55;461.90;99.08;40.24;4.27;10.21;2.30;1.37
168.68;461.45;102.23;40.01;13.96;42.53;9.69;5.08;170.28;461.79;99.71;40.67;4.35;10.21;2.70;0.51
169.52;441.15;98.04;39.65;8.50;36.73;8.00;4.69;170.06;455.63;98.94;40.49;4.36;11.73;2.46;0.69
170.07;447.16;97.29;40.97;13.90;58.95;10.50;4.50;170.32;452.78;98.27;40.55;4.31;11.71;2.34;0.72
169.43;442.04;101.22;40.05;12.35;48.94;12.80;4.55;168.71;447.46;99.30;40.27;1.67;8.20;2.26;0.53
168.92;439.84;102.67;40.09;17.28;73.58;8.98;5.89;169.32;446.33;100.29;40.15;0.55;8.90;2.47;0.49
191.22;435.98;97.88;38.51;17.15;53.20;12.12;4.98;173.83;441.23;99.42;39.85;9.73;4.04;2.38;0.89
185.54;435.88;98.16;39.58;13.96;50.80;12.59;4.48;177.04;440.18;99.44;39.84;10.56;4.70;2.36;0.90
177.86;443.78;98.18;42.67;16.28;54.11;11.67;4.92;178.59;439.50;99.62;40.18;9.82;3.55;2.19;1.53
171.98;440.93;102.21;39.47;16.80;42.08;7.91;4.24;169.68;418.28;104.75;39.89;3.34;47.33;6.58;0.31
173.74;439.86;98.22;38.59;14.62;37.90;12.69;4.98;169.58;412.00;101.12;39.61;3.18;40.07;1.96;0.65
172.80;451.41;102.58;41.03;14.97;62.75;7.84;4.32;170.38;425.07;101.19;39.88;3.43;40.15;2.01;0.91
171.81;454.47;101.14;39.94;15.81;47.04;13.10;4.35;171.43;445.21;100.83;39.81;2.70;7.16;1.77;0.89
169.48;446.43;101.41;40.18;19.57;51.40;8.24;5.89;171.96;446.62;101.11;39.84;1.58;6.38;1.72;0.90
165.58;444.26;101.01;41.72;14.90;67.81;11.77;4.23;170.68;447.29;100.87;40.29;3.26;5.78;1.61;1.19
167.10;459.99;100.29;39.95;16.27;41.44;11.62;5.34;169.35;451.31;101.29;40.56;3.05;6.30;0.83;0.78
167.22;438.68;99.98;40.68;12.26;48.46;12.27;6.01;168.24;448.77;100.76;40.49;2.43;8.46;0.60;0.75
167.52;440.03;98.57;38.21;20.51;47.36;7.65;5.32;167.38;445.88;100.25;40.15;1.39;8.49;1.10;1.28
174.06;440.42;98.34;40.27;14.40;48.82;8.59;5.26;168.30;444.68;99.64;40.17;3.31;8.81;1.15;1.28
171.85;453.60;101.62;39.20;17.14;44.70;7.90;5.99;169.55;446.54;99.76;39.66;3.21;9.65;1.35;0.98
169.91;441.41;97.27;39.39;13.40;56.14;9.05;5.15;170.11;442.83;99.15;39.55;2.90;6.10;1.68;0.97
169.96;440.29;97.46;41.13;14.58;65.73;8.33;4.82;170.66;443.15;98.65;39.64;2.45;5.86;1.75;1.11
171.58;444.07;102.06;39.34;10.01;47.70;10.48;5.08;171.47;443.96;99.35;39.87;1.70;5.60;2.32;0.82
171.91;451.97;102.31;38.89;11.73;38.84;9.34;4.91;171.04;446.27;100.14;39.59;1.02;6.13;2.55;0.88
172.89;465.99;98.38;39.80;15.05;45.18;7.84;6.69;171.25;448.74;99.49;39.71;1.29;10.66;2.49;0.85
174.13;451.34;95.71;38.95;12.93;34.45;12.27;4.78;172.09;450.73;99.18;39.62;1.55;9.85;2.90;0.92
167.27;444.73;100.31;39.50;17.01;36.44;8.62;6.20;171.55;451.62;99.75;39.30;2.59;8.82;2.76;0.38
169.02;432.91;99.41;40.68;14.95;47.15;8.31;4.79;171.04;449.39;99.22;39.56;2.83;12.03;2.44;0.73
173.17;453.84;101.39;39.41;16.37;37.64;7.25;5.01;171.29;449.76;99.04;39.67;2.98;12.16;2.17;0.64
173.43;460.74;105.39;41.54;18.86;48.05;9.43;5.53;171.40;448.71;100.44;40.02;3.06;10.53;3.50;1.06
167.21;455.45;103.87;39.76;16.67;48.84;11.42;5.70;170.02;449.54;102.07;40.18;3.08;10.94;2.50;0.91
171.29;440.89;99.24;39.93;15.68;45.06;8.58;5.21;170.82;448.77;101.86;40.27;2.68;11.48;2.72;0.85
170.60;457.25;96.91;40.85;15.54;42.97;7.89;5.45;171.14;453.63;101.36;40.30;2.51;7.57;3.42;0.87
165.41;440.60;97.65;39.77;13.89;57.12;9.94;3.30;169.59;450.99;100.61;40.37;3.23;9.54;3.80;0.79
171.81;452.62;98.18;40.92;13.14;36.60;9.41;5.35;169.26;449.36;99.17;40.25;2.80;8.04;2.76;0.59
172.28;456.30;98.21;41.06;13.95;56.48;10.00;4.08;170.28;449.53;98.04;40.51;2.79;8.20;0.85;0.61
172.84;461.63;101.39;39.51;16.12;39.59;12.36;5.93;170.59;453.68;98.47;40.42;3.01;7.98;1.72;0.73
170.27;439.74;100.49;39.65;17.78;62.10;9.27;4.79;170.52;450.18;99.18;40.18;3.01;9.69;1.65;0.75
172.73;462.71;98.10;39.62;15.25;41.05;12.15;3.12;171.98;454.60;99.27;40.15;1.04;9.26;1.56;0.77
167.25;458.12;99.88;39.02;19.13;59.78;10.42;5.08;171.07;455.70;99.61;39.77;2.38;9.29;1.44;0.77
167.03;470.67;98.63;40.36;15.65;65.75;7.85;5.57;170.02;458.57;99.70;39.63;2.83;11.49;1.34;0.48
179.54;457.38;100.08;42.41;16.38;42.26;8.56;5.92;171.36;457.72;99.44;40.21;5.14;11.36;1.02;1.32
175.49;464.59;103.22;40.42;13.60;58.74;10.40;5.45;172.41;462.69;99.98;40.37;5.39;5.40;1.99;1.28
169.98;432.29;101.34;39.15;18.21;56.87;12.27;5.47;171.86;456.61;100.63;40.27;5.48;14.63;1.74;1.36
168.42;447.11;99.15;40.46;16.44;52.73;8.74;3.62;172.09;454.41;100.48;40.56;5.26;15.16;1.84;1.17
169.08;445.65;99.19;41.95;12.32;47.36;11.81;4.35;172.50;449.40;100.60;40.88;4.83;12.31;1.71;1.31
168.45;444.79;100.86;39.15;14.95;56.96;8.96;4.58;170.28;446.89;100.75;40.23;2.98;11.54;1.69;1.16
168.92;387.18;102.19;40.41;14.67;65.76;11.65;4.69;168.97;431.40;100.55;40.22;0.64;25.42;1.34;1.16
168.76;371.34;100.91;39.73;15.76;52.22;8.80;5.35;168.72;419.21;100.46;40.34;0.29;36.91;1.29;1.05
164.70;408.13;106.29;39.16;16.50;50.72;12.47;6.15;167.98;411.42;101.89;40.08;1.85;33.50;2.68;1.17
171.08;437.79;123.62;39.89;13.75;46.53;7.59;4.78;168.38;409.85;106.78;39.67;2.31;31.63;9.67;0.53
186.87;453.89;122.03;39.69;14.93;40.78;14.53;6.01;172.07;411.67;111.01;39.78;8.59;34.29;10.98;0.45
190.38;435.91;99.66;40.95;13.44;49.64;10.79;5.40;176.36;421.41;110.50;39.88;11.50;32.47;11.54;0.66
179.50;460.78;103.06;39.75;19.28;44.56;10.06;5.84;178.50;439.30;110.93;39.89;10.70;20.37;11.12;0.66
173.24;449.06;100.26;40.39;15.60;51.96;10.69;3.52;171.31;446.35;100.50;43.56;2.86;11.16;1.73;4.63
172.67;444.54;100.64;39.50;15.71;46.91;11.79;5.58;170.81;449.94;100.33;43.90;2.16;3.43;1.65;4.15
169.74;445.71;98.61;41.67;13.99;55.60;11.31;4.48;170.87;448.39;100.09;42.72;2.11;3.18;1.82;3.65
172.14;450.51;101.72;39.94;13.78;50.89;10.59;4.66;171.18;448.09;99.88;40.96;2.17;2.81;1.46;1.53
172.59;462.47;103.40;40.46;15.65;45.16;10.62;4.79;172.08;450.46;100.93;40.39;1.36;7.14;1.78;0.81
175.95;429.65;100.97;39.97;17.16;46.44;12.37;4.61;172.62;446.58;101.07;40.31;2.21;11.83;1.74;0.83
187.45;436.21;99.87;41.64;19.44;52.04;8.42;6.10;175.58;444.91;100.91;40.74;7.00;12.74;1.82;0.87
187.25;445.93;99.51;39.95;13.11;45.08;10.96;4.11;179.08;444.95;101.09;40.39;7.70;12.74;1.56;0.73
171.83;454.95;101.42;39.97;12.73;62.52;11.54;5.73;179.02;445.84;101.03;40.40;7.77;13.36;1.54;0.73
168.37;443.79;102.82;42.26;17.22;58.39;10.89;5.29;178.17;442.11;100.92;40.76;8.80;9.65;1.32;1.11
166.16;450.91;98.82;39.52;15.63;58.31;12.46;4.95;176.21;446.36;100.49;40.67;10.37;7.15;1.61;1.21
170.93;441.95;101.10;39.83;14.61;44.38;7.70;4.58;172.91;447.50;100.73;40.31;8.32;5.35;1.59;1.11
185.62;453.61;101.61;40.78;17.18;47.98;7.17;5.21;172.58;449.04;101.15;40.47;7.62;5.86;1.46;1.10
189.36;464.04;96.63;40.93;14.14;45.42;9.72;5.82;176.09;450.86;100.20;40.66;10.63;8.81;2.46;1.08
171.32;460.05;99.12;39.35;13.59;42.86;8.80;5.62;176.68;454.11;99.46;40.08;10.16;8.55;1.99;0.73
171.60;445.51;95.51;40.17;17.27;44.72;11.92;4.92;177.77;453.03;98.80;40.21;8.98;9.36;2.68;0.66
166.23;465.20;103.11;40.33;15.29;57.33;12.23;3.70;176.83;457.68;99.20;40.31;10.06;8.17;3.21;0.62
170.44;464.00;102.77;38.44;17.00;56.03;9.80;3.96;173.79;459.76;99.43;39.84;8.97;8.20;3.46;0.96
168.48;458.29;98.94;39.37;13.78;47.14;9.10;4.69;169.61;458.61;99.89;39.53;2.25;7.84;3.13;0.76
166.98;462.64;101.46;40.22;16.37;52.68;8.51;4.90;168.74;459.13;100.36;39.71;2.26;8.05;3.17;0.80
170.45;450.64;101.83;39.16;17.32;56.29;8.47;5.44;168.51;460.15;101.62;39.51;1.94;5.93;1.64;0.78
170.87;453.82;97.85;40.11;16.95;50.26;9.14;3.79;169.44;457.88;100.57;39.46;1.66;5.68;2.08;0.73
166.36;464.60;98.13;42.13;18.84;48.65;9.65;4.84;168.63;458.00;99.64;40.20;2.01;5.85;1.87;1.17
171.45;445.89;103.25;39.51;17.66;41.94;11.81;4.57;169.22;455.52;100.51;40.23;2.37;7.94;2.39;1.15
169.33;449.89;100.84;39.62;17.00;45.47;9.23;3.68;169.69;452.97;100.38;40.11;2.02;7.09;2.34;1.18
169.07;443.12;97.53;38.16;12.71;51.01;11.59;4.17;169.42;451.47;99.52;39.91;1.98;8.38;2.47;1.44
168.83;440.40;98.28;39.77;13.53;73.02;8.90;6.07;169.01;448.78;99.61;39.84;1.81;9.51;2.40;1.43
172.61;410.16;101.95;41.31;13.67;59.90;9.47;4.37;170.26;437.89;100.37;39.68;1.68;15.89;2.42;1.12
170.95;372.23;102.93;39.05;14.12;60.63;9.34;4.69;170.16;423.16;100.31;39.58;1.60;32.30;2.33;1.16
170.98;420.85;100.64;40.83;14.50;59.00;10.68;5.18;170.49;417.35;100.27;39.82;1.56;28.70;2.32;1.28
165.68;463.08;96.13;40.04;12.86;58.45;6.44;5.48;169.57;425.94;105.83;40.02;3.70;42.60;12.41;0.94
170.12;449.89;101.80;39.65;13.04;43.17;9.18;5.18;169.02;423.43;101.06;40.17;3.27;40.22;5.58;0.76
172.90;443.55;95.88;42.71;15.63;53.35;11.35;4.43;169.37;436.10;98.16;40.81;3.63;32.43;2.41;1.25
177.16;436.39;97.84;40.11;11.82;49.32;8.07;4.51;170.27;447.41;97.94;40.55;4.96;9.98;2.37;1.23
169.57;452.04;99.64;39.91;13.98;39.27;9.81;5.13;171.09;448.99;98.26;40.48;4.26;9.96;2.49;1.26
170.32;455.79;98.60;38.84;15.13;33.37;11.05;4.82;172.01;447.53;98.75;40.24;3.15;7.65;2.19;1.46
165.64;432.77;99.26;41.40;18.13;55.56;10.41;4.63;171.12;444.10;98.24;40.59;4.26;9.85;1.49;1.49
169.67;445.51;97.46;40.53;12.59;52.86;11.38;4.63;170.47;444.50;98.56;40.16;4.17;9.86;0.92;0.93
192.72;444.57;98.37;40.24;15.06;51.37;10.42;4.73;173.58;446.14;98.67;40.18;10.85;8.80;0.85;0.93
191.44;444.70;98.11;41.27;16.40;49.75;11.19;5.86;177.96;444.67;98.36;40.46;13.02;8.15;0.66;1.03
171.30;451.81;99.77;42.97;17.43;57.14;8.12;4.24;178.15;443.87;98.59;41.28;12.88;6.89;0.92;1.06
165.10;470.92;97.34;41.02;12.44;41.01;8.91;4.91;178.05;451.50;98.21;41.21;13.02;11.26;0.97;1.06
168.38;453.18;98.36;39.28;16.42;53.46;7.93;6.32;177.79;453.03;98.39;40.96;13.24;10.75;0.88;1.37
166.45;455.67;98.41;39.60;15.94;39.53;11.31;5.07;172.53;455.25;98.40;40.83;10.82;9.66;0.88;1.48
173.46;437.55;99.00;39.17;15.26;52.42;12.66;3.26;168.94;453.82;98.58;40.41;3.44;11.88;0.90;1.61
168.91;445.16;100.08;39.11;12.18;39.77;8.53;5.51;168.46;452.49;98.64;39.63;3.18;12.52;1.00;0.80
169.14;448.95;105.95;40.59;18.90;57.69;10.66;3.34;169.27;448.10;100.36;39.55;2.57;7.14;3.20;0.61
170.25;456.27;99.82;40.18;15.41;61.91;11.17;4.87;169.64;448.72;100.65;39.73;2.55;7.79;3.03;0.64
172.89;453.93;99.81;39.48;15.71;44.85;9.56;4.58;170.93;448.37;100.93;39.70;2.12;7.43;2.83;0.65
175.25;439.83;107.35;47.17;13.45;51.36;11.72;6.94;171.29;448.83;102.60;41.30;2.72;6.63;3.73;3.33
168.13;431.43;99.08;48.14;20.26;48.61;9.37;4.32;171.13;446.08;102.40;43.11;2.91;10.33;3.92;4.18
169.58;450.34;104.76;42.52;16.10;41.38;10.38;6.29;171.22;446.36;102.16;43.50;2.84;10.45;3.68;3.97
166.70;446.34;100.64;40.01;14.67;49.83;8.43;3.60;170.51;444.38;102.33;43.46;3.51;8.93;3.57;4.01
173.74;431.02;102.01;39.74;15.18;49.89;10.68;4.94;170.68;439.79;102.77;43.51;3.67;8.67;3.30;3.95
172.61;450.13;100.59;40.58;18.43;53.58;8.24;4.21;170.15;441.85;101.42;42.20;2.97;9.83;2.14;3.49
