principal component 1;principal component 2;model;age;Risk
-11.56337801;-5.240586049;model2;6;low
-16.66193954;-1.21460617;model2;6;low
-12.46176563;-4.58724553;model2;6;low
-8.023385949;-7.543627009;model2;6;low
-15.95840858;-4.185472229;model2;6;low
10.01472513;-11.00653926;model2;6;low
-7.442493492;-0.199508306;model2;6;low
2.149101008;-4.091198828;model2;6;low
19.00938795;-7.134732626;model2;6;low
-0.020631567;3.872621148;model2;6;low
0.603421057;0.314830963;model2;6;low
-6.830101221;4.787696808;model2;6;low
-8.870201208;4.054913004;model2;6;low
-4.856399446;-6.806923209;model2;6;low
3.819735089;-8.957986858;model2;6;low
0.01175759;-5.6604751;model2;6;low
-13.50473343;1.964891565;model2;6;low
2.742729356;-5.139999053;model2;6;low
-0.591232617;-2.836680093;model2;6;low
-0.486606307;-5.068186487;model2;6;low
6.309073533;-6.636397748;model2;6;low
-6.417574585;-0.341517521;model2;6;low
-2.21158171;-4.028731261;model2;6;low
2.695316301;-5.824242078;model2;6;low
-12.04555813;3.313493983;model2;6;low
-10.27652544;-1.790866049;model2;6;low
0.587447753;-6.354129567;model2;6;low
-2.450197304;-4.58874256;model2;6;low
10.82528819;-9.019108632;model2;6;low
-2.721530054;-0.558029749;model2;6;low
-12.49755824;5.901593898;model2;6;low
-2.012924126;-1.173039661;model2;6;low
-4.741110156;-0.064557099;model2;6;low
-9.319867905;-4.492336829;model2;6;low
-6.767487913;-7.094911812;model2;6;low
-13.32713877;-4.361066661;model2;6;low
-12.7792123;-5.200094036;model2;6;low
-13.06952719;-6.147466675;model2;6;low
-9.740192943;-7.628423711;model2;6;low
-9.405232621;-8.246851481;model2;6;low
-1.569296009;-9.082856768;model2;6;low
-4.361227096;-6.644323512;model2;6;low
-15.86420284;2.805678635;model2;6;low
-9.242976071;-2.765166854;model2;6;low
-8.445209589;-3.15138662;model2;6;low
10.20275477;-10.05890463;model2;6;low
3.604167053;-4.264859726;model2;6;low
-8.032647956;2.145109098;model2;6;low
5.983679543;-4.203796967;model2;6;low
12.64178576;-5.269230896;model2;6;low
-0.894850426;-0.500949252;model2;6;low
-10.80516803;4.999349639;model2;6;low
-6.760232467;2.673877136;model2;6;low
1.365150928;-3.893475954;model2;6;low
6.028671969;-8.137368796;model2;6;low
5.708307568;-5.914570739;model2;6;low
-1.472902329;-2.085348569;model2;6;low
0.748960741;-3.445098234;model2;6;low
-2.90959588;-1.600503063;model2;6;low
-14.66603013;3.812740662;model2;6;low
-13.69401664;-0.649004634;model2;6;low
17.42538629;-10.54139362;model2;6;low
-13.73912001;5.939872483;model2;6;low
1.503831794;-1.63796424;model2;6;low
-5.031426144;1.794623808;model2;6;low
0.558681074;0.141392677;model2;6;low
-11.29311628;-1.976632131;model2;6;low
6.998414445;-8.759674313;model2;6;low
0.521711815;-4.641623074;model2;6;low
-3.659810734;-1.686167601;model2;6;low
-1.228833904;-3.218058579;model2;6;low
5.374612529;-6.136218822;model2;6;low
-3.250130782;-3.335746626;model2;6;low
-22.25774904;9.887608707;model2;6;low
4.477726747;-4.94419501;model2;6;low
-14.94346583;5.422915255;model2;6;low
-10.56526106;-1.085226977;model2;6;low
4.596539228;-7.314560204;model2;6;low
3.160879564;-4.234021043;model2;6;low
0.752616536;-4.009839015;model2;6;low
-9.533076274;1.394594728;model2;6;low
-4.874351664;-0.391932703;model2;6;low
-24.60974409;9.297647927;model2;6;low
-17.62951031;0.211371773;model2;6;low
-20.23280662;-3.228773687;model2;6;low
-17.83529706;-5.855953902;model2;6;low
-11.25739884;-9.421109152;model2;6;low
13.57029141;-11.82243598;model2;6;low
3.533093897;-3.835102969;model2;6;low
-1.418226554;0.418501598;model2;6;low
-13.09013149;7.701729268;model2;6;low
0.942523659;-0.244348056;model2;6;low
-7.273660574;-2.374605533;model2;6;low
-9.916187378;-3.736578169;model2;6;low
-13.57125856;-3.613799012;model2;6;low
8.610650815;-9.950054557;model2;6;low
-3.90544747;-2.419615111;model2;6;low
5.405868936;-5.277798275;model2;6;intermediate
-24.32199096;14.41892079;model2;6;intermediate
-19.6937416;10.01574166;model2;6;intermediate
-2.704634836;-3.966422775;model2;6;intermediate
-7.230181528;-1.979914792;model2;6;intermediate
-7.936968335;-5.697469977;model2;6;intermediate
8.832578455;-8.954556697;model2;6;intermediate
-7.37344816;0.258134641;model2;6;intermediate
-6.799482678;-1.259724076;model2;6;intermediate
-2.267877249;-2.93767935;model2;6;intermediate
-11.58267661;2.158533494;model2;6;intermediate
-5.705441813;-7.412669839;model2;6;intermediate
-19.28006939;0.434206741;model2;6;intermediate
-12.17405038;-4.181441148;model2;6;intermediate
-17.62770453;-3.674941004;model2;6;intermediate
-3.949660995;-8.322145917;model2;6;high
2.918143696;-9.095812999;model2;6;high
-1.639649212;-4.48369064;model2;6;high
-10.07696788;-0.187665893;model2;6;high
-11.12112557;0.237355793;model2;6;high
-3.437745452;-4.418638193;model2;6;high
-5.612193219;-6.430336582;model2;6;high
-8.74995354;-5.896386551;model2;6;high
-5.411751217;-7.041195201;model2;6;high
-19.04342333;3.053793626;model2;6;high
-11.36262013;-3.613831451;model2;6;high
-5.630055098;-6.766711126;model2;6;high
-13.36525905;-2.842950408;model2;6;high
-22.95965078;-0.433886749;model2;6;high
-16.69210034;-3.850545;model2;6;high
-12.96963634;-5.394780067;model2;6;high
8.452321378;-8.175924731;model3;9;low
-6.383319898;1.446494469;model3;9;low
4.329354864;-5.448878939;model3;9;low
-13.88344336;5.753159203;model3;9;low
-8.532621469;1.525478805;model3;9;low
-14.91239931;-0.414545876;model3;9;low
6.989073992;-8.459023088;model3;9;low
-19.66460279;3.537617447;model3;9;low
-17.50484098;2.557269702;model3;9;low
107.9676952;-21.65923949;model3;9;low
94.72361989;4.844848308;model3;9;low
24.42675032;46.01105183;model3;9;low
10.76054136;53.76197812;model3;9;low
33.39354941;42.33802616;model3;9;low
18.42385051;20.87745148;model3;9;low
93.93211381;-18.5181376;model3;9;low
85.55716182;2.457406453;model3;9;low
51.28050163;25.04308025;model3;9;low
20.84621992;43.03099566;model3;9;low
32.31430648;35.55751879;model3;9;low
6.798427963;29.01965289;model3;9;low
-16.66558793;17.16198776;model3;9;low
5.384485023;-6.065647637;model3;9;low
-20.69805439;8.959254663;model3;9;low
-7.911404925;-4.213777767;model3;9;low
-14.38986984;0.65267736;model3;9;low
-13.3422041;0.255911408;model3;9;low
-15.42848616;-6.487990913;model3;9;low
-19.95256574;-3.13006121;model3;9;low
-1.624749173;-10.65340995;model3;9;intermediate
-16.88156376;-1.245031649;model3;9;intermediate
-22.03024688;1.048755726;model3;9;intermediate
-6.562430378;-6.349640759;model3;9;intermediate
3.882166675;-7.491942809;model3;9;intermediate
-3.871671987;-4.463069648;model3;9;intermediate
-4.261015191;-2.916634972;model3;9;intermediate
-14.38461092;2.555174298;model3;9;intermediate
-19.37953154;5.936933244;model3;9;intermediate
-14.46985048;-2.281698053;model3;9;intermediate
-19.55694005;-3.989773634;model3;9;intermediate
-10.30876476;-10.14457667;model3;9;intermediate
-19.29440785;-4.304945854;model3;9;intermediate
1.285443169;-10.08712282;model3;9;intermediate
-9.423185447;-3.367166948;model3;9;intermediate
9.083178347;-8.042608504;model3;9;high
-23.494127;10.92277743;model3;9;high
-6.950786586;1.90194484;model3;9;high
-10.60359346;0.929834097;model3;9;high
-4.134124821;-2.338494354;model3;9;high
-4.550943486;-6.89614652;model3;9;high
-15.38927219;-2.074509615;model3;9;high
-16.35927158;-1.479141043;model3;9;high
-15.69423452;-2.24792993;model3;9;high
-27.60543289;2.209397017;model3;9;high
0.111055925;-10.88344811;model3;9;high
-4.48221198;-5.696205112;model3;9;high
13.85216545;-8.549987536;model3;9;high
5.330224371;-1.345152234;model3;9;high
-0.365370473;0.115989565;model3;9;high
-1.440083181;-0.284246438;model3;9;high
18.68884191;38.94572088;model1;15;intermediate
10.75535171;43.95561713;model1;15;intermediate
8.899706844;28.03540811;model1;15;intermediate
2.912856808;3.3998353;model1;15;intermediate
-22.35318339;2.414333147;model1;15;intermediate
33.72682628;-13.44190493;model1;15;intermediate
10.55674695;3.86872466;model1;15;intermediate
-13.50139566;17.07286399;model1;15;intermediate
11.72798887;3.56823771;model1;15;intermediate
2.94063213;9.7823763;model1;15;intermediate
5.07400805;-4.118075341;model1;15;intermediate
-1.748078434;-2.215106324;model1;15;intermediate
-3.377012072;-2.244351801;model1;15;intermediate
-8.863077159;-1.872632013;model1;15;intermediate
-13.35621669;0.363375499;model1;15;high
10.67291726;-9.911083697;model1;15;high
0.923562746;-2.925001962;model1;15;high
3.404715225;-4.250887859;model1;15;high
1.580361213;-1.565765202;model1;15;high
0.43379859;-1.22262776;model1;15;high
-6.241299386;-3.613682914;model1;15;high
11.03401518;-8.316479697;model1;15;high
-1.40698442;-2.372398055;model1;15;high
5.98995419;-5.725905882;model1;15;high
2.191326259;-2.46276776;model1;15;high
-3.951888723;1.074118392;model1;15;high
4.24929715;-6.736285915;model1;15;high
58.98888869;-13.54406336;model1;15;high
91.95444159;-9.778590521;model1;15;high
45.33667068;21.88758901;model1;15;high
-13.38763076;2.014859089;model3;1;intermediate
17.14774145;-8.257990206;model3;1;intermediate
13.07786952;-4.072809343;model3;1;intermediate
-8.412116497;7.330511599;model3;1;intermediate
-5.502821114;5.042921137;model3;1;intermediate
-4.225056674;4.395905869;model3;1;intermediate
8.591519554;-6.637511853;model3;1;intermediate
-8.534960163;-1.181229603;model3;1;intermediate
-5.611210337;-3.247241987;model3;1;intermediate
-4.483957891;-2.54130528;model3;1;intermediate
10.69865312;-7.60795089;model3;1;intermediate
-12.75112374;3.393795346;model3;1;high
3.519878199;-4.655575434;model3;1;high
-15.39266489;6.634758987;model3;1;high
-8.264250206;1.525931054;model3;1;high
-12.27874312;-3.005406684;model3;1;high
-15.88629177;0.074420556;model3;1;high
-12.80022811;-7.73646744;model3;1;high
11.802476;-11.38989668;model3;1;high
10.26345067;-5.532671429;model3;1;high
-1.191032242;1.080846227;model3;1;high
-2.651445358;2.32896112;model3;1;high
-3.998352278;2.503735287;model3;1;high
1.480877642;-5.072700029;model3;1;high
59.94162643;-15.07194685;model3;1;high
78.60485149;-6.861361506;model3;1;high
37.93329199;19.84857074;model3;1;high
-16.65336182;10.90596391;model3;14;low
-6.430139274;1.142245704;model3;14;low
-10.86821935;-1.088663806;model3;14;low
-10.48554035;-4.912609914;model3;14;low
-19.87434849;-3.061984471;model3;14;low
2.57594417;-9.974888184;model3;14;low
0.341084858;-6.313465762;model3;14;low
12.53946405;-7.543203363;model3;14;low
2.972192271;-1.010696904;model3;14;low
1.048771396;-2.012178833;model3;14;low
-1.966154865;0.163836344;model3;14;low
-5.113613379;0.517789745;model3;14;low
-9.152584059;-3.746764652;model3;14;low
-1.485857623;-7.684326299;model3;14;low
-11.42516626;-3.649949434;model3;14;low
8.72505011;-9.580609244;model3;14;low
3.310712436;-4.48458658;model3;14;low
-14.54114734;6.816937542;model3;14;low
-16.2025646;5.908716963;model3;14;low
-15.67744479;4.827135509;model3;14;low
-12.58080054;-4.079090121;model3;14;low
-4.060092542;-10.2648154;model3;14;low
-4.251388211;-6.983069508;model3;14;low
-1.910273667;-6.534235327;model3;14;low
2.030454238;-7.662020259;model3;14;low
9.07241564;-8.316376801;model3;14;low
1.029349402;-3.598243563;model3;14;low
-20.90649615;13.05602775;model3;14;low
1.923673266;-0.318893949;model3;14;low
5.876888149;-2.817364503;model3;14;intermediate
-1.286906397;-1.545989612;model3;14;intermediate
-1.39518451;-2.593380156;model3;14;intermediate
-2.052450745;-5.209419214;model3;14;intermediate
-1.411242248;-5.739987738;model3;14;intermediate
0.438479077;-7.817299876;model3;14;intermediate
-4.702831006;-5.305138192;model3;14;intermediate
-0.539810979;-7.102119458;model3;14;intermediate
-9.459107353;-1.068935;model3;14;intermediate
-5.5661421;-3.469740547;model3;14;intermediate
10.84291949;-9.196479762;model3;14;intermediate
-14.90553948;6.060826807;model3;14;intermediate
-6.923251924;-0.372150871;model3;14;intermediate
-14.61105439;4.043883779;model3;14;intermediate
8.864723168;-6.268058326;model3;14;intermediate
-6.927155838;-3.006738788;model3;14;high
-3.580338404;-3.459160574;model3;14;high
-9.910558272;0.99595572;model3;14;high
11.5523619;-7.470520574;model3;14;high
-14.75611024;4.613006066;model3;14;high
-16.89160814;5.740873285;model3;14;high
-16.9464716;3.248289146;model3;14;high
2.775348524;-5.679240357;model3;14;high
-4.596646949;-6.169093015;model3;14;high
-6.111390344;-3.565285511;model3;14;high
-10.8145562;-0.920241569;model3;14;high
2.033158479;-6.720523794;model3;14;high
2.549354918;-7.130893875;model3;14;high
-9.446765078;-0.412864994;model3;14;high
-23.05506613;9.021253236;model3;14;high
-5.607879241;-0.884849667;model3;14;high
17.97776312;34.71842306;model1;3;intermediate
14.43901453;34.31290803;model1;3;intermediate
19.10797033;9.703063526;model1;3;intermediate
1.378416201;-5.105643648;model1;3;intermediate
-15.8268674;5.960202923;model1;3;intermediate
-6.782576548;0.02240684;model1;3;intermediate
-9.777552638;1.185972225;model1;3;intermediate
-5.771039434;-5.570446882;model1;3;intermediate
-5.612346363;-7.437506177;model1;3;intermediate
-2.753900045;-8.007880456;model1;3;intermediate
-17.04160628;0.947098943;model1;3;intermediate
-15.47983719;0.067769832;model1;3;intermediate
8.497414477;-9.144548302;model1;3;intermediate
6.67231679;-4.995523218;model1;3;intermediate
-1.928315836;-0.736820022;model1;3;high
-1.346682621;-0.510433698;model1;3;high
6.131821268;-4.900944989;model1;3;high
-9.576150975;1.473219871;model1;3;high
-10.7038681;-0.043183551;model1;3;high
-9.05144188;-2.237133448;model1;3;high
-14.12151709;-0.167421728;model1;3;high
-13.15002975;-7.98971705;model1;3;high
-2.767324933;-9.442364642;model1;3;high
4.848500091;-8.845357815;model1;3;high
-5.756745222;-2.511023178;model1;3;high
-10.49454252;0.735900005;model1;3;high
1.021576634;-5.159192169;model1;3;high
7.563581546;-6.737241951;model1;3;high
-9.479634642;1.755100898;model1;3;high
-2.165775568;-3.324075963;model1;3;high
-11.39832291;-1.217468799;model1;3;low
11.90622924;-9.114184723;model1;3;low
1.828434334;-2.285011103;model1;3;low
-13.20085107;4.923538387;model1;3;low
8.656298941;-4.674917078;model1;3;low
-10.44584459;6.300179959;model1;3;low
-10.4205126;0.085535445;model1;3;low
-7.11279287;-3.03443706;model1;3;low
7.943272136;-7.235603994;model1;3;low
8.397149387;-7.606685396;model1;3;low
0.443094958;-2.048706485;model1;3;low
-0.203160855;-2.12234853;model1;3;low
-15.0493511;9.336164154;model1;3;low
-3.556871137;0.04642593;model1;3;low
-10.21254587;-1.885004301;model1;3;intermediate
-10.51541273;-4.142247135;model1;3;intermediate
-7.880276293;-7.147907196;model1;3;intermediate
-8.712057626;-8.015121385;model1;3;intermediate
-5.440916363;-7.979795328;model1;3;intermediate
3.795943506;-9.158732176;model1;3;intermediate
-2.610656692;-5.0125119;model1;3;intermediate
-16.91113119;5.703931652;model1;3;intermediate
-7.747225875;-0.661951651;model1;3;intermediate
-6.384270436;-1.453360329;model1;3;intermediate
-24.3207485;3.438094951;model1;3;intermediate
-8.127114732;-7.929588907;model1;3;intermediate
-12.23573136;-3.724944232;model1;3;intermediate
-9.536890139;-5.443743845;model1;3;intermediate
-1.903963904;-7.977895292;model1;3;intermediate
-1.147770346;-7.162168937;model1;3;high
17.01703267;-9.889942581;model1;3;high
1.283010913;0.991156281;model1;3;high
19.54747411;-6.191394249;model1;3;high
-20.86981753;20.01807796;model1;3;high
16.8647621;0.730663482;model1;3;high
15.82289712;-1.236343116;model1;3;high
9.460542808;3.900838729;model1;3;high
1.860372537;3.152259545;model1;3;high
-1.148886209;2.134337937;model1;3;high
28.58141188;-9.380419392;model1;3;high
3.502155677;4.31765893;model1;3;high
-12.85746086;12.63705926;model1;3;high
59.21910637;-10.45727122;model1;3;high
70.43351318;-3.392959402;model1;3;high
43.99533934;13.46935456;model1;3;high
4.500950118;-2.2782069;model1;14;intermediate
-1.907226537;0.908918993;model1;14;intermediate
8.881344648;-5.925813967;model1;14;intermediate
-15.62343252;10.46948767;model1;14;intermediate
-12.96940498;4.96764609;model1;14;intermediate
-12.65238972;0.853253231;model1;14;intermediate
1.857118068;-5.899508692;model1;14;intermediate
-13.8090945;-3.049409652;model1;14;intermediate
-4.100338436;-6.536229764;model1;14;intermediate
-23.58874546;5.748493121;model1;14;intermediate
-11.74331056;-0.681236735;model1;14;intermediate
3.581444552;-8.927955644;model1;14;intermediate
-10.4817647;-0.064866032;model1;14;intermediate
6.181336031;-7.197167259;model1;14;intermediate
7.145796685;-6.081479102;model1;14;high
-7.456526443;2.696548434;model1;14;high
-12.89553367;3.921908663;model1;14;high
-20.40679227;9.261850084;model1;14;high
-4.878887082;-3.481364131;model1;14;high
-5.391986489;-7.536385724;model1;14;high
-0.164295973;-7.14489202;model1;14;high
-10.35506574;-1.428457354;model1;14;high
-18.57802341;3.538963417;model1;14;high
0.657542392;-6.247872263;model1;14;high
-14.82576991;0.65250899;model1;14;high
-15.55676899;-1.895015344;model1;14;high
